dt,cl,p',spl
0.2097,0.000161635,0.000378502,25.54075399
0.2098,0.000161477,0.000378132,25.53225957
0.2099,0.00016132,0.000377762,25.52376931
0.21,0.000161162,0.000377393,25.5152832
0.2101,0.000161005,0.000377025,25.50680125
0.2102,0.000160848,0.000376657,25.49832345
0.2103,0.000160691,0.00037629,25.4898498
0.2104,0.000160534,0.000375923,25.48138028
0.2105,0.000160378,0.000375557,25.47291491
0.2106,0.000160222,0.000375191,25.46445367
0.2107,0.000160066,0.000374826,25.45599656
0.2108,0.00015991,0.000374462,25.44754357
0.2109,0.000159755,0.000374097,25.4390947
0.211,0.000159599,0.000373734,25.43064995
0.2111,0.000159444,0.000373371,25.42220932
0.2112,0.00015929,0.000373008,25.41377279
0.2113,0.000159135,0.000372646,25.40534037
0.2114,0.000158981,0.000372285,25.39691205
0.2115,0.000158826,0.000371924,25.38848783
0.2116,0.000158673,0.000371564,25.3800677
0.2117,0.000158519,0.000371204,25.37165166
0.2118,0.000158365,0.000370845,25.36323971
0.2119,0.000158212,0.000370486,25.35483183
0.212,0.000158059,0.000370128,25.34642804
0.2121,0.000157906,0.00036977,25.33802831
0.2122,0.000157754,0.000369413,25.32963266
0.2123,0.000157602,0.000369056,25.32124108
0.2124,0.000157449,0.0003687,25.31285355
0.2125,0.000157298,0.000368344,25.30447008
0.2126,0.000157146,0.000367989,25.29609067
0.2127,0.000156994,0.000367634,25.28771531
0.2128,0.000156843,0.00036728,25.27934399
0.2129,0.000156692,0.000366926,25.27097671
0.213,0.000156541,0.000366573,25.26261347
0.2131,0.000156391,0.000366221,25.25425427
0.2132,0.00015624,0.000365868,25.2458991
0.2133,0.00015609,0.000365517,25.23754795
0.2134,0.00015594,0.000365166,25.22920082
0.2135,0.000155791,0.000364815,25.22085772
0.2136,0.000155641,0.000364465,25.21251863
0.2137,0.000155492,0.000364116,25.20418355
0.2138,0.000155343,0.000363766,25.19585247
0.2139,0.000155194,0.000363418,25.1875254
0.214,0.000155045,0.00036307,25.17920233
0.2141,0.000154897,0.000362722,25.17088326
0.2142,0.000154749,0.000362375,25.16256817
0.2143,0.000154601,0.000362029,25.15425708
0.2144,0.000154453,0.000361682,25.14594996
0.2145,0.000154305,0.000361337,25.13764683
0.2146,0.000154158,0.000360992,25.12934767
0.2147,0.000154011,0.000360647,25.12105249
0.2148,0.000153864,0.000360303,25.11276128
0.2149,0.000153717,0.00035996,25.10447403
0.215,0.000153571,0.000359616,25.09619074
0.2151,0.000153424,0.000359274,25.08791141
0.2152,0.000153278,0.000358932,25.07963603
0.2153,0.000153132,0.00035859,25.0713646
0.2154,0.000152987,0.000358249,25.06309712
0.2155,0.000152841,0.000357908,25.05483358
0.2156,0.000152696,0.000357568,25.04657398
0.2157,0.000152551,0.000357228,25.03831831
0.2158,0.000152406,0.000356889,25.03006658
0.2159,0.000152261,0.00035655,25.02181877
0.216,0.000152117,0.000356212,25.01357488
0.2161,0.000151973,0.000355874,25.00533492
0.2162,0.000151829,0.000355537,24.99709887
0.2163,0.000151685,0.0003552,24.98886673
0.2164,0.000151541,0.000354864,24.9806385
0.2165,0.000151398,0.000354528,24.97241418
0.2166,0.000151254,0.000354193,24.96419376
0.2167,0.000151111,0.000353858,24.95597723
0.2168,0.000150969,0.000353523,24.9477646
0.2169,0.000150826,0.00035319,24.93955586
0.217,0.000150684,0.000352856,24.931351
0.2171,0.000150541,0.000352523,24.92315003
0.2172,0.000150399,0.000352191,24.91495294
0.2173,0.000150258,0.000351858,24.90675972
0.2174,0.000150116,0.000351527,24.89857038
0.2175,0.000149975,0.000351196,24.8903849
0.2176,0.000149833,0.000350865,24.88220328
0.2177,0.000149692,0.000350535,24.87402553
0.2178,0.000149552,0.000350205,24.86585163
0.2179,0.000149411,0.000349876,24.85768159
0.218,0.000149271,0.000349547,24.8495154
0.2181,0.00014913,0.000349219,24.84135305
0.2182,0.00014899,0.000348891,24.83319455
0.2183,0.000148851,0.000348564,24.82503988
0.2184,0.000148711,0.000348237,24.81688905
0.2185,0.000148572,0.00034791,24.80874205
0.2186,0.000148432,0.000347584,24.80059888
0.2187,0.000148293,0.000347259,24.79245953
0.2188,0.000148154,0.000346933,24.784324
0.2189,0.000148016,0.000346609,24.77619229
0.219,0.000147877,0.000346285,24.7680644
0.2191,0.000147739,0.000345961,24.75994031
0.2192,0.000147601,0.000345638,24.75182004
0.2193,0.000147463,0.000345315,24.74370356
0.2194,0.000147326,0.000344992,24.73559088
0.2195,0.000147188,0.00034467,24.727482
0.2196,0.000147051,0.000344349,24.71937692
0.2197,0.000146914,0.000344028,24.71127562
0.2198,0.000146777,0.000343707,24.7031781
0.2199,0.00014664,0.000343387,24.69508437
0.22,0.000146504,0.000343068,24.68699442
0.2201,0.000146367,0.000342748,24.67890824
0.2202,0.000146231,0.00034243,24.67082583
0.2203,0.000146095,0.000342111,24.66274718
0.2204,0.000145959,0.000341793,24.65467231
0.2205,0.000145824,0.000341476,24.64660119
0.2206,0.000145688,0.000341159,24.63853383
0.2207,0.000145553,0.000340842,24.63047022
0.2208,0.000145418,0.000340526,24.62241037
0.2209,0.000145283,0.00034021,24.61435426
0.221,0.000145149,0.000339895,24.60630189
0.2211,0.000145014,0.00033958,24.59825326
0.2212,0.00014488,0.000339266,24.59020837
0.2213,0.000144746,0.000338952,24.58216721
0.2214,0.000144612,0.000338639,24.57412978
0.2215,0.000144479,0.000338326,24.56609608
0.2216,0.000144345,0.000338013,24.5580661
0.2217,0.000144212,0.000337701,24.55003983
0.2218,0.000144079,0.000337389,24.54201728
0.2219,0.000143946,0.000337078,24.53399845
0.222,0.000143813,0.000336767,24.52598332
0.2221,0.00014368,0.000336456,24.51797189
0.2222,0.000143548,0.000336146,24.50996417
0.2223,0.000143416,0.000335837,24.50196015
0.2224,0.000143284,0.000335527,24.49395982
0.2225,0.000143152,0.000335219,24.48596318
0.2226,0.00014302,0.00033491,24.47797023
0.2227,0.000142889,0.000334602,24.46998097
0.2228,0.000142757,0.000334295,24.46199538
0.2229,0.000142626,0.000333988,24.45401347
0.223,0.000142495,0.000333681,24.44603524
0.2231,0.000142364,0.000333375,24.43806068
0.2232,0.000142234,0.000333069,24.43008979
0.2233,0.000142103,0.000332764,24.42212256
0.2234,0.000141973,0.000332459,24.41415899
0.2235,0.000141843,0.000332154,24.40619908
0.2236,0.000141713,0.00033185,24.39824282
0.2237,0.000141584,0.000331547,24.39029021
0.2238,0.000141454,0.000331243,24.38234125
0.2239,0.000141325,0.00033094,24.37439594
0.224,0.000141196,0.000330638,24.36645426
0.2241,0.000141067,0.000330336,24.35851623
0.2242,0.000140938,0.000330034,24.35058182
0.2243,0.000140809,0.000329733,24.34265105
0.2244,0.000140681,0.000329432,24.3347239
0.2245,0.000140552,0.000329132,24.32680038
0.2246,0.000140424,0.000328832,24.31888048
0.2247,0.000140296,0.000328532,24.31096419
0.2248,0.000140169,0.000328233,24.30305152
0.2249,0.000140041,0.000327935,24.29514246
0.225,0.000139914,0.000327636,24.28723701
0.2251,0.000139787,0.000327338,24.27933517
0.2252,0.000139659,0.000327041,24.27143692
0.2253,0.000139533,0.000326744,24.26354227
0.2254,0.000139406,0.000326447,24.25565122
0.2255,0.000139279,0.000326151,24.24776376
0.2256,0.000139153,0.000325855,24.23987988
0.2257,0.000139027,0.000325559,24.23199959
0.2258,0.000138901,0.000325264,24.22412288
0.2259,0.000138775,0.000324969,24.21624975
0.226,0.000138649,0.000324675,24.20838019
0.2261,0.000138524,0.000324381,24.20051421
0.2262,0.000138398,0.000324088,24.19265179
0.2263,0.000138273,0.000323795,24.18479294
0.2264,0.000138148,0.000323502,24.17693764
0.2265,0.000138023,0.00032321,24.16908591
0.2266,0.000137899,0.000322918,24.16123773
0.2267,0.000137774,0.000322626,24.15339311
0.2268,0.00013765,0.000322335,24.14555204
0.2269,0.000137526,0.000322044,24.13771451
0.227,0.000137402,0.000321754,24.12988052
0.2271,0.000137278,0.000321464,24.12205007
0.2272,0.000137154,0.000321175,24.11422316
0.2273,0.000137031,0.000320885,24.10639978
0.2274,0.000136908,0.000320597,24.09857993
0.2275,0.000136784,0.000320308,24.0907636
0.2276,0.000136661,0.00032002,24.0829508
0.2277,0.000136539,0.000319733,24.07514152
0.2278,0.000136416,0.000319446,24.06733576
0.2279,0.000136294,0.000319159,24.05953351
0.228,0.000136171,0.000318872,24.05173477
0.2281,0.000136049,0.000318586,24.04393953
0.2282,0.000135927,0.000318301,24.0361478
0.2283,0.000135805,0.000318015,24.02835958
0.2284,0.000135684,0.00031773,24.02057485
0.2285,0.000135562,0.000317446,24.01279361
0.2286,0.000135441,0.000317162,24.00501587
0.2287,0.00013532,0.000316878,23.99724161
0.2288,0.000135199,0.000316595,23.98947084
0.2289,0.000135078,0.000316312,23.98170356
0.229,0.000134957,0.000316029,23.97393975
0.2291,0.000134837,0.000315747,23.96617942
0.2292,0.000134716,0.000315465,23.95842256
0.2293,0.000134596,0.000315183,23.95066917
0.2294,0.000134476,0.000314902,23.94291925
0.2295,0.000134356,0.000314622,23.93517279
0.2296,0.000134236,0.000314341,23.92742979
0.2297,0.000134117,0.000314061,23.91969025
0.2298,0.000133997,0.000313782,23.91195416
0.2299,0.000133878,0.000313503,23.90422153
0.23,0.000133759,0.000313224,23.89649234
0.2301,0.00013364,0.000312945,23.8887666
0.2302,0.000133521,0.000312667,23.8810443
0.2303,0.000133403,0.000312389,23.87332544
0.2304,0.000133284,0.000312112,23.86561002
0.2305,0.000133166,0.000311835,23.85789802
0.2306,0.000133048,0.000311558,23.85018946
0.2307,0.00013293,0.000311282,23.84248432
0.2308,0.000132812,0.000311006,23.83478261
0.2309,0.000132694,0.000310731,23.82708432
0.231,0.000132577,0.000310456,23.81938945
0.2311,0.00013246,0.000310181,23.81169799
0.2312,0.000132342,0.000309906,23.80400994
0.2313,0.000132225,0.000309632,23.7963253
0.2314,0.000132108,0.000309359,23.78864406
0.2315,0.000131992,0.000309085,23.78096623
0.2316,0.000131875,0.000308812,23.7732918
0.2317,0.000131759,0.00030854,23.76562076
0.2318,0.000131643,0.000308267,23.75795312
0.2319,0.000131526,0.000307996,23.75028886
0.232,0.00013141,0.000307724,23.742628
0.2321,0.000131295,0.000307453,23.73497052
0.2322,0.000131179,0.000307182,23.72731642
0.2323,0.000131064,0.000306912,23.7196657
0.2324,0.000130948,0.000306641,23.71201835
0.2325,0.000130833,0.000306372,23.70437438
0.2326,0.000130718,0.000306102,23.69673378
0.2327,0.000130603,0.000305833,23.68909654
0.2328,0.000130488,0.000305565,23.68146266
0.2329,0.000130374,0.000305296,23.67383215
0.233,0.000130259,0.000305028,23.66620499
0.2331,0.000130145,0.000304761,23.65858119
0.2332,0.000130031,0.000304494,23.65096074
0.2333,0.000129917,0.000304227,23.64334365
0.2334,0.000129803,0.00030396,23.63572989
0.2335,0.000129689,0.000303694,23.62811948
0.2336,0.000129576,0.000303428,23.6205124
0.2337,0.000129462,0.000303162,23.61290866
0.2338,0.000129349,0.000302897,23.60530826
0.2339,0.000129236,0.000302632,23.59771119
0.234,0.000129123,0.000302368,23.59011745
0.2341,0.00012901,0.000302104,23.58252703
0.2342,0.000128898,0.00030184,23.57493994
0.2343,0.000128785,0.000301577,23.56735616
0.2344,0.000128673,0.000301314,23.55977571
0.2345,0.000128561,0.000301051,23.55219856
0.2346,0.000128449,0.000300789,23.54462473
0.2347,0.000128337,0.000300526,23.5370542
0.2348,0.000128225,0.000300265,23.52948698
0.2349,0.000128113,0.000300003,23.52192306
0.235,0.000128002,0.000299742,23.51436244
0.2351,0.000127891,0.000299482,23.50680511
0.2352,0.000127779,0.000299221,23.49925108
0.2353,0.000127668,0.000298961,23.49170034
0.2354,0.000127558,0.000298702,23.48415289
0.2355,0.000127447,0.000298442,23.47660872
0.2356,0.000127336,0.000298183,23.46906783
0.2357,0.000127226,0.000297925,23.46153023
0.2358,0.000127115,0.000297666,23.45399589
0.2359,0.000127005,0.000297408,23.44646484
0.236,0.000126895,0.000297151,23.43893705
0.2361,0.000126785,0.000296893,23.43141253
0.2362,0.000126676,0.000296636,23.42389128
0.2363,0.000126566,0.00029638,23.41637328
0.2364,0.000126457,0.000296124,23.40885855
0.2365,0.000126347,0.000295868,23.40134707
0.2366,0.000126238,0.000295612,23.39383885
0.2367,0.000126129,0.000295357,23.38633388
0.2368,0.00012602,0.000295102,23.37883215
0.2369,0.000125911,0.000294847,23.37133367
0.237,0.000125803,0.000294593,23.36383844
0.2371,0.000125694,0.000294339,23.35634644
0.2372,0.000125586,0.000294085,23.34885767
0.2373,0.000125478,0.000293832,23.34137215
0.2374,0.00012537,0.000293579,23.33388985
0.2375,0.000125262,0.000293326,23.32641078
0.2376,0.000125154,0.000293074,23.31893494
0.2377,0.000125047,0.000292822,23.31146232
0.2378,0.000124939,0.00029257,23.30399292
0.2379,0.000124832,0.000292319,23.29652673
0.238,0.000124724,0.000292067,23.28906377
0.2381,0.000124617,0.000291817,23.28160401
0.2382,0.00012451,0.000291566,23.27414746
0.2383,0.000124404,0.000291316,23.26669412
0.2384,0.000124297,0.000291066,23.25924398
0.2385,0.000124191,0.000290817,23.25179704
0.2386,0.000124084,0.000290568,23.2443533
0.2387,0.000123978,0.000290319,23.23691276
0.2388,0.000123872,0.000290071,23.2294754
0.2389,0.000123766,0.000289822,23.22204124
0.239,0.00012366,0.000289575,23.21461026
0.2391,0.000123554,0.000289327,23.20718247
0.2392,0.000123449,0.00028908,23.19975786
0.2393,0.000123343,0.000288833,23.19233642
0.2394,0.000123238,0.000288586,23.18491816
0.2395,0.000123133,0.00028834,23.17750308
0.2396,0.000123028,0.000288094,23.17009116
0.2397,0.000122923,0.000287849,23.16268242
0.2398,0.000122818,0.000287603,23.15527684
0.2399,0.000122713,0.000287358,23.14787442
0.24,0.000122609,0.000287114,23.14047516
0.2401,0.000122505,0.000286869,23.13307906
0.2402,0.0001224,0.000286625,23.12568611
0.2403,0.000122296,0.000286381,23.11829631
0.2404,0.000122192,0.000286138,23.11090967
0.2405,0.000122089,0.000285895,23.10352617
0.2406,0.000121985,0.000285652,23.09614581
0.2407,0.000121881,0.00028541,23.08876859
0.2408,0.000121778,0.000285167,23.08139451
0.2409,0.000121675,0.000284925,23.07402357
0.241,0.000121571,0.000284684,23.06665576
0.2411,0.000121468,0.000284443,23.05929108
0.2412,0.000121365,0.000284202,23.05192953
0.2413,0.000121263,0.000283961,23.0445711
0.2414,0.00012116,0.000283721,23.0372158
0.2415,0.000121058,0.00028348,23.02986361
0.2416,0.000120955,0.000283241,23.02251454
0.2417,0.000120853,0.000283001,23.01516858
0.2418,0.000120751,0.000282762,23.00782574
0.2419,0.000120649,0.000282523,23.00048601
0.242,0.000120547,0.000282285,22.99314938
0.2421,0.000120445,0.000282047,22.98581585
0.2422,0.000120344,0.000281809,22.97848543
0.2423,0.000120242,0.000281571,22.97115811
0.2424,0.000120141,0.000281334,22.96383388
0.2425,0.00012004,0.000281097,22.95651274
0.2426,0.000119938,0.00028086,22.94919469
0.2427,0.000119837,0.000280623,22.94187973
0.2428,0.000119737,0.000280387,22.93456786
0.2429,0.000119636,0.000280151,22.92725907
0.243,0.000119535,0.000279916,22.91995336
0.2431,0.000119435,0.000279681,22.91265073
0.2432,0.000119335,0.000279446,22.90535117
0.2433,0.000119234,0.000279211,22.89805469
0.2434,0.000119134,0.000278977,22.89076127
0.2435,0.000119034,0.000278743,22.88347093
0.2436,0.000118934,0.000278509,22.87618364
0.2437,0.000118835,0.000278275,22.86889942
0.2438,0.000118735,0.000278042,22.86161826
0.2439,0.000118636,0.000277809,22.85434015
0.244,0.000118536,0.000277577,22.8470651
0.2441,0.000118437,0.000277345,22.8397931
0.2442,0.000118338,0.000277113,22.83252415
0.2443,0.000118239,0.000276881,22.82525825
0.2444,0.00011814,0.000276649,22.81799539
0.2445,0.000118042,0.000276418,22.81073557
0.2446,0.000117943,0.000276187,22.80347879
0.2447,0.000117845,0.000275957,22.79622505
0.2448,0.000117746,0.000275727,22.78897434
0.2449,0.000117648,0.000275497,22.78172666
0.245,0.00011755,0.000275267,22.77448201
0.2451,0.000117452,0.000275038,22.76724039
0.2452,0.000117354,0.000274808,22.76000179
0.2453,0.000117256,0.00027458,22.75276621
0.2454,0.000117159,0.000274351,22.74553366
0.2455,0.000117061,0.000274123,22.73830411
0.2456,0.000116964,0.000273895,22.73107758
0.2457,0.000116867,0.000273667,22.72385407
0.2458,0.00011677,0.00027344,22.71663356
0.2459,0.000116673,0.000273213,22.70941606
0.246,0.000116576,0.000272986,22.70220155
0.2461,0.000116479,0.000272759,22.69499006
0.2462,0.000116382,0.000272533,22.68778155
0.2463,0.000116286,0.000272307,22.68057605
0.2464,0.00011619,0.000272081,22.67337354
0.2465,0.000116093,0.000271856,22.66617402
0.2466,0.000115997,0.000271631,22.65897749
0.2467,0.000115901,0.000271406,22.65178394
0.2468,0.000115805,0.000271181,22.64459338
0.2469,0.000115709,0.000270957,22.6374058
0.247,0.000115614,0.000270733,22.6302212
0.2471,0.000115518,0.000270509,22.62303957
0.2472,0.000115423,0.000270286,22.61586092
0.2473,0.000115327,0.000270062,22.60868524
0.2474,0.000115232,0.00026984,22.60151253
0.2475,0.000115137,0.000269617,22.59434279
0.2476,0.000115042,0.000269395,22.58717601
0.2477,0.000114947,0.000269172,22.58001219
0.2478,0.000114853,0.000268951,22.57285133
0.2479,0.000114758,0.000268729,22.56569342
0.248,0.000114664,0.000268508,22.55853847
0.2481,0.000114569,0.000268287,22.55138647
0.2482,0.000114475,0.000268066,22.54423743
0.2483,0.000114381,0.000267846,22.53709133
0.2484,0.000114287,0.000267625,22.52994817
0.2485,0.000114193,0.000267406,22.52280795
0.2486,0.000114099,0.000267186,22.51567068
0.2487,0.000114005,0.000266967,22.50853634
0.2488,0.000113912,0.000266747,22.50140494
0.2489,0.000113818,0.000266529,22.49427647
0.249,0.000113725,0.00026631,22.48715092
0.2491,0.000113632,0.000266092,22.4800283
0.2492,0.000113539,0.000265874,22.47290862
0.2493,0.000113446,0.000265656,22.46579185
0.2494,0.000113353,0.000265438,22.45867801
0.2495,0.00011326,0.000265221,22.45156708
0.2496,0.000113167,0.000265004,22.44445907
0.2497,0.000113075,0.000264788,22.43735397
0.2498,0.000112982,0.000264571,22.43025178
0.2499,0.00011289,0.000264355,22.4231525
